tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-560,US Open,Hard,128,G,0,20260905,98,D0FJ,21,,Luciano Darderi,R,183,ITA,24.556,22,2175,S0IA,,WC,Dane Sweeny,R,170,AUS,25.561,123,506,6-4 6-3 6-3,5,R32,133,7,4,93,50,36,25,14,6,8,2,4,83,48,26,18,14,2,8
2026-560,US Open,Hard,128,G,0,20260905,99,G0IX,,LL,Arthur Gea,R,180,FRA,21.673,87,709,Z0BZ,,WC,Michael Zheng,R,188,USA,22.606,107,590,7-6(7) 3-6 4-6 6-3 6-2,5,R32,235,6,8,150,97,71,24,24,4,10,7,6,174,79,51,48,24,17,24
2026-560,US Open,Hard,128,G,0,20260905,100,V812,,,Botic van de Zandschulp,R,191,NED,30.921,70,868,BU13,31,,Zizou Bergs,R,185,BEL,27.258,37,1345,3-6 7-6(3) 4-6 7-6(6) 6-3,5,R32,269,15,16,161,87,63,35,26,5,12,11,12,185,107,76,36,26,8,14
2026-560,US Open,Hard,128,G,0,20260905,101,KE29,,,Karen Khachanov,R,198,RUS,30.292,50,1050,BM95,,,Benjamin Bonzi,R,183,FRA,30.240,97,656,6-3 6-2 6-4,5,R32,130,12,5,94,56,44,19,14,3,4,6,7,82,43,33,13,13,5,10
2026-560,US Open,Hard,128,G,0,20260905,102,T0HA,14,,Learner Tien,L,180,USA,20.758,15,2565,M0NI,17,,Jakub Mensik,R,196,CZE,21.010,18,2445,6-3 1-6 6-7(2) 6-3 6-4,5,R32,204,4,8,168,111,72,31,23,9,14,23,8,137,81,65,25,24,7,14
2026-560,US Open,Hard,128,G,0,20260905,103,C0AU,24,,Francisco Cerundolo,R,185,ARG,28.063,25,1980,FB98,9,,Taylor Fritz,R,196,USA,28.854,10,3475,3-6 4-6 6-3 6-4 6-4,5,R32,220,10,9,140,85,69,18,24,7,12,12,5,158,83,56,41,24,13,19
2026-560,US Open,Hard,128,G,0,20260905,104,B0PG,28,,Alexander Blockx,R,193,BEL,21.410,34,1396,C0E9,5,,Flavio Cobolli,R,183,ITA,24.334,6,3720,6-7(4) 6-3 6-0 6-3,5,R32,165,17,4,98,56,48,26,18,5,7,5,5,129,74,44,23,18,13,21
2026-560,US Open,Hard,128,G,0,20260904,105,MM58,7,,Daniil Medvedev,R,198,RUS,30.563,8,3580,RC91,26,,Arthur Rinderknech,R,196,FRA,31.118,29,1683,6-4 6-4 6-4,5,R32,119,10,6,77,41,35,23,15,1,2,9,1,81,55,45,6,15,1,5
2026-560,US Open,Hard,128,G,0,20260904,106,TD51,11,,Frances Tiafoe,R,188,USA,28.621,12,2680,VA25,22,,Valentin Vacherot,R,193,MON,27.800,23,2168,6-4 6-2 6-4,5,R32,119,6,2,80,54,46,16,14,3,3,12,7,92,46,35,19,14,4,8
2026-560,US Open,Hard,128,G,0,20260904,107,M0QI,,,Alex Michelsen,R,193,USA,22.026,46,1070,M0N7,,,Daniel Merida,R,188,ESP,21.938,39,1157,7-6(5) 6-4 6-3,5,R32,129,6,1,92,62,47,19,15,4,5,8,7,109,64,42,24,16,3,7
2026-560,US Open,Hard,128,G,0,20260904,108,EA24,27,,Tomas Martin Etcheverry,R,196,ARG,27.132,32,1440,N0BS,,,Mariano Navone,R,178,ARG,25.517,49,1065,6-4 6-4 6-3,5,R32,146,8,1,82,50,38,21,15,0,1,4,1,84,57,37,15,14,4,8
2026-560,US Open,Hard,128,G,0,20260904,109,S0S1,8,,Ben Shelton,L,193,USA,23.904,9,3480,SU55,,,Denis Shapovalov,L,185,CAN,27.389,48,1065,7-6(3) 6-7(5) 6-3 6-4,5,R32,202,14,7,140,98,72,22,22,4,8,8,7,130,74,57,25,21,5,11
2026-560,US Open,Hard,128,G,0,20260904,110,TE51,,,Stefanos Tsitsipas,R,193,GRE,28.063,53,1015,L0BV,18,,Jiri Lehecka,R,185,CZE,24.821,19,2420,2-6 6-1 7-6(3) 6-1,5,R32,153,12,5,109,64,46,27,18,2,5,3,6,102,60,43,17,16,4,9
2026-560,US Open,Hard,128,G,0,20260904,111,PL56,20,,Tommy Paul,R,185,USA,29.300,21,2225,BK92,15,,Alexander Bublik,R,196,KAZ,29.216,16,2525,6-4 3-6 6-7(4) 6-1 6-3,5,R32,193,10,1,141,93,71,29,23,5,7,16,6,143,85,61,29,24,2,8
2026-560,US Open,Hard,128,G,0,20260904,112,A0E2,2,,Carlos Alcaraz,R,183,ESP,23.335,3,7160,WB32,,,Yibing Wu,R,183,CHN,26.891,113,551,6-3 6-4 6-1,5,R32,140,6,4,86,58,40,14,13,5,7,1,5,109,62,33,21,13,8,15
2026-560,US Open,Hard,128,G,0,20260907,113,Z355,1,,Alexander Zverev,R,198,GER,29.383,2,7790,D0FJ,21,,Luciano Darderi,R,183,ITA,24.561,22,2175,6-2 6-2 7-6(3),5,R16,151,13,5,82,59,51,13,14,1,1,9,7,104,48,40,20,14,13,17
2026-560,US Open,Hard,128,G,0,20260907,114,V812,,,Botic van de Zandschulp,R,191,NED,30.927,70,868,G0IX,,LL,Arthur Gea,R,180,FRA,21.678,87,709,3-6 6-7(0) 7-6(7) 7-6(3) 6-4,5,R16,313,15,9,199,114,80,35,27,9,16,10,12,210,126,84,40,28,14,21
2026-560,US Open,Hard,128,G,0,20260907,115,KE29,,,Karen Khachanov,R,198,RUS,30.297,50,1050,T0HA,14,,Learner Tien,L,180,USA,20.764,15,2565,7-5 4-6 6-7(6) 6-1 6-4,5,R16,230,9,7,168,105,77,28,25,9,14,8,8,155,93,66,28,26,3,12
2026-560,US Open,Hard,128,G,0,20260907,116,B0PG,28,,Alexander Blockx,R,193,BEL,21.415,34,1396,C0AU,24,,Francisco Cerundolo,R,185,ARG,28.068,25,1980,6-3 4-6 7-5 7-5,5,R16,196,10,7,138,77,57,29,21,14,17,5,6,132,79,57,24,22,6,12
2026-560,US Open,Hard,128,G,0,20260906,117,TD51,11,,Frances Tiafoe,R,188,USA,28.627,12,2680,MM58,7,,Daniil Medvedev,R,198,RUS,30.568,8,3580,7-6(1) 6-4 7-6(6),5,R16,177,4,0,116,73,50,23,17,5,9,14,5,113,67,50,17,17,3,8
2026-560,US Open,Hard,128,G,0,20260906,118,M0QI,,,Alex Michelsen,R,193,USA,22.031,46,1070,EA24,27,,Tomas Martin Etcheverry,R,196,ARG,27.138,32,1440,7-6(6) 6-4 6-4,5,R16,166,12,7,102,54,44,28,16,4,5,6,0,98,49,41,24,16,1,4
2026-560,US Open,Hard,128,G,0,20260906,119,S0S1,8,,Ben Shelton,L,193,USA,23.910,9,3480,TE51,,,Stefanos Tsitsipas,R,193,GRE,28.068,53,1015,6-2 6-3 6-4,5,R16,112,12,1,71,51,43,14,14,0,0,2,3,71,37,24,20,13,2,6
2026-560,US Open,Hard,128,G,0,20260906,120,A0E2,2,,Carlos Alcaraz,R,183,ESP,23.340,3,7160,PL56,20,,Tommy Paul,R,185,USA,29.306,21,2225,6-4 6-3 6-4,5,R16,141,3,2,84,56,42,18,15,3,4,4,1,89,48,30,20,14,10,14
2026-560,US Open,Hard,128,G,0,20260909,121,Z355,1,,Alexander Zverev,R,198,GER,29.388,2,7790,V812,,,Botic van de Zandschulp,R,191,NED,30.932,70,868,6-2 7-5 6-1,5,QF,137,8,7,86,61,47,11,13,2,2,7,3,79,42,29,14,14,3,9
2026-560,US Open,Hard,128,G,0,20260909,122,KE29,,,Karen Khachanov,R,198,RUS,30.303,50,1050,B0PG,28,,Alexander Blockx,R,193,BEL,21.421,34,1396,6-2 7-5 3-2,5,QF,98,6,2,66,36,32,19,12,2,2,8,4,74,41,29,16,13,2,6
2026-560,US Open,Hard,128,G,0,20260908,123,TD51,11,,Frances Tiafoe,R,188,USA,28.632,12,2680,M0QI,,,Alex Michelsen,R,193,USA,22.037,46,1070,5-7 3-6 7-5 6-3 7-6(6),5,QF,279,10,4,181,93,62,46,27,15,23,21,9,162,92,67,33,27,9,17
2026-560,US Open,Hard,128,G,0,20260908,124,S0S1,8,,Ben Shelton,L,193,USA,23.915,9,3480,A0E2,2,,Carlos Alcaraz,R,183,ESP,23.346,3,7160,6-7(5) 6-1 6-3 1-6 7-6(7),5,QF,268,7,2,158,105,73,30,23,8,11,3,7,175,112,77,32,24,11,16
2026-560,US Open,Hard,128,G,0,20260911,125,Z355,1,,Alexander Zverev,R,198,GER,29.394,2,7790,KE29,,,Karen Khachanov,R,198,RUS,30.308,50,1050,6-3 7-6(7) 7-6(6),5,SF,178,15,6,111,70,55,23,17,1,2,6,3,100,62,51,20,16,1,3
2026-560,US Open,Hard,128,G,0,20260911,126,S0S1,8,,Ben Shelton,L,193,USA,23.923,9,3480,TD51,11,,Frances Tiafoe,R,188,USA,28.641,12,2680,4-6 6-3 6-3 7-5,5,SF,197,20,3,114,86,66,15,20,5,7,3,2,121,69,54,20,20,6,11
2026-560,US Open,Hard,128,G,0,20260913,127,Z355,1,,Alexander Zverev,R,198,GER,29.399,2,7790,S0S1,8,,Ben Shelton,L,193,USA,23.929,9,3480,6-3 7-6(2) 5-7 6-2,5,F,213,9,6,116,80,68,17,20,2,3,10,4,122,87,62,20,21,2,6
