tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-448,Szczecin,Clay,32,C,O,20260914,13,F0F4,,,Kilian Feldbausch,R,191,SUI,21.018,270,203,W712,,,Kai Wehnelt,R,188,GER,30.798,632,57,6-2 6-2,3,R32,87,2,0,44,30,24,9,8,2,2,1,2,64,33,22,10,8,8,12
2026-448,Szczecin,Clay,32,C,O,20260914,14,M0N1,8,,Luka Mikrut,R,188,CRO,22.412,239,229,S0GV,,,Robert Strombachs,R,191,LAT,26.998,428,112,4-6 6-4 6-0,3,R32,119,3,5,76,38,32,17,13,4,6,4,3,86,55,33,16,13,7,12
2026-448,Szczecin,Clay,32,C,O,20260914,15,B0OU,,,Hynek Barton,R,183,CZE,22.442,265,210,BV24,,,Raul Brancaccio,R,183,ITA,29.363,225,247,4-6 6-2 6-1,3,R32,99,2,1,79,43,34,21,13,5,6,2,3,74,51,31,12,12,3,7
2026-448,Szczecin,Clay,32,C,O,20260914,16,SS25,,,Vitaliy Sachko,R,188,UKR,29.169,182,308,J09X,,,Filip Cristian Jianu,R,180,ROU,24.988,277,199,6-3 6-1,3,R32,64,5,1,44,27,23,11,8,2,2,0,3,53,36,18,7,8,4,8
2026-448,Szczecin,Clay,32,C,O,20260914,17,KH56,7,,Zdenek Kolar,R,183,CZE,29.93,173,324,B0OU,,,Hynek Barton,R,183,CZE,22.442,265,210,6-4 6-4,3,R16,81,0,3,54,40,31,3,10,0,3,7,4,65,38,23,9,10,2,7
2026-448,Szczecin,Clay,32,C,O,20260914,18,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,27.502,233,236,GE33,,,Daniel Elahi Galan,R,191,COL,30.24,392,129,6-0 6-3,3,R16,68,0,0,45,31,22,11,8,2,2,1,1,39,25,14,4,7,1,5
2026-448,Szczecin,Clay,32,C,O,20260914,19,TA29,2,,Marco Trungelliti,R,178,ARG,36.619,99,637,P0FU,,,Filip Pieczonka,L,196,POL,22.431,1112,13,6-7(3) 7-5 6-4,3,R16,153,3,1,109,75,53,19,17,5,7,6,7,93,52,41,22,17,2,6
2026-448,Szczecin,Clay,32,C,O,20260914,20,CF01,5,,Marco Cecchinato,R,185,ITA,33.955,163,344,M0BN,,,Marvin Moeller,R,178,GER,27.655,259,214,7-6(5) 6-7(4) 6-2,3,R16,166,2,0,117,70,42,29,16,8,11,0,3,109,61,39,24,16,6,11
2026-448,Szczecin,Clay,32,C,O,20260914,21,M0N1,8,,Luka Mikrut,R,188,CRO,22.412,239,229,DB63,,,Laslo Djere,R,188,SRB,31.285,183,306,6-3 2-2 RET,3,R16,64,1,0,38,18,13,14,7,2,3,1,4,43,28,16,8,6,2,4
2026-448,Szczecin,Clay,32,C,O,20260914,22,D0LJ,,,Diego Dedura-Palomero,,,,,188,291,F0F4,,,Kilian Feldbausch,R,191,SUI,21.018,270,203,7-6(4) 4-6 7-6(4),3,R16,169,1,0,121,85,51,19,17,7,13,2,6,129,96,57,17,17,7,12
2026-448,Szczecin,Clay,32,C,O,20260914,23,MJ08,,,Thiago Monteiro,L,183,BRA,32.29,282,195,SS25,,,Vitaliy Sachko,R,188,UKR,29.169,182,308,6-7(3) 6-4 7-6(3),3,R16,190,8,2,112,72,60,17,17,4,5,9,7,113,64,54,22,17,3,5
2026-448,Szczecin,Clay,32,C,O,20260914,24,G0IB,3,,Tom Gentzsch,R,191,GER,23.025,166,341,K0FY,,,Martin Krumich,R,188,CZE,23.718,256,217,6-3 6-4,3,R16,88,4,2,74,54,38,10,10,1,1,1,2,55,27,19,16,9,4,6
2026-7085,città di Biella,Clay,32,C,O,20260914,1,B0LW,,,Mika Brunold,R,191,SUI,21.949,257,214,G0I3,,,Massimo Giunta,R,191,ITA,22.182,386,132,6-3 1-6 7-5,3,R32,144,3,3,80,46,25,20,14,0,6,1,5,99,65,41,11,14,7,13
2026-7085,città di Biella,Clay,32,C,O,20260914,2,C0MH,,,Gerard Campana Lee,R,183,KOR,21.952,526,82,TE16,,,Carlos Taberner,R,183,ESP,29.101,418,115,5-7 7-6(5) 6-4,3,R32,222,7,1,130,78,56,21,17,15,19,2,5,113,85,54,15,17,3,7
2026-7085,città di Biella,Clay,32,C,O,20260914,3,P0HY,,,Samuele Pieri,R,183,ITA,24.542,405,124,P0I6,,,Gabriele Piraino,L,188,ITA,22.839,359,145,5-7 6-2 7-5,3,R32,195,8,1,104,54,40,26,16,9,12,2,4,114,68,40,24,16,8,13
2026-7085,città di Biella,Clay,32,C,O,20260914,4,A0KQ,,,Izan Almazan Valiente,R,191,ESP,20.537,478,95,AA27,8,,Franco Agamenone,R,191,ITA,33.415,294,188,6-4 6-3,3,R32,75,0,0,48,32,25,10,10,1,3,0,0,55,49,28,2,9,5,9
2026-7085,città di Biella,Clay,32,C,O,20260914,5,N679,3,,Stefano Napolitano,R,196,ITA,31.428,283,194,M0EY,,,Alex Marti Pujolras,R,185,ESP,27.592,506,88,6-4 6-3,3,R32,89,3,1,61,40,31,10,10,9,11,1,3,52,34,19,9,9,4,8
2026-7085,città di Biella,Clay,32,C,O,20260914,6,C0LK,,,Carlo Alberto Caniato,R,188,ITA,20.871,534,79,L0DB,,,Giuseppe La Vela,R,180,ITA,25.911,507,88,6-4 6-3,3,R32,91,13,1,48,32,24,13,10,0,1,2,0,68,34,19,18,9,7,10
2026-7085,città di Biella,Clay,32,C,O,20260914,7,RB60,,,Oriol Roca Batalla,R,175,ESP,33.374,318,170,S0XE,,,Alejo Sanchez Quilez,R,180,ESP,21.221,372,139,6-2 6-2,3,R32,65,0,0,47,39,30,4,8,1,1,2,1,40,30,17,3,8,1,5
2026-7085,città di Biella,Clay,32,C,O,20260914,8,B0GY,4,,Alex Barrena,R,175,ARG,23.929,216,259,CD00,,,Maxime Chazal,R,175,FRA,33.391,433,111,6-4 1-6 6-3,3,R32,122,1,1,86,74,44,5,13,5,9,5,1,77,44,28,19,13,5,9
2026-7085,città di Biella,Clay,32,C,O,20260914,9,F0A4,,,Francesco Forti,R,188,ITA,27.138,373,139,C0NN,1,,Gianluca Cadenasso,R,175,ITA,21.958,217,258,6-1 7-5,3,R32,106,2,3,63,37,25,15,10,2,3,2,3,70,36,21,15,9,4,8
2026-7085,città di Biella,Clay,32,C,O,20260914,10,G0EU,2,,Felix Gill,L,175,GBR,24.287,213,261,P0O9,,,Mika Petkovic,R,180,GER,19.71,449,105,7-6(7) 6-3,3,R32,98,10,0,78,52,41,14,11,3,3,3,1,56,30,25,17,10,0,1
2026-7085,città di Biella,Clay,32,C,O,20260914,11,B0OV,,,Petr Brunclik,L,188,CZE,20.162,366,142,R0HK,,,Filippo Romano,R,188,ITA,21.188,309,178,7-6(5) 7-6(4),3,R32,132,7,2,85,51,36,18,12,1,4,7,7,94,58,41,15,12,5,8
2026-7085,città di Biella,Clay,32,C,O,20260914,12,CI14,6,,Jay Clarke,R,183,GBR,28.134,232,237,F0BT,,,Jonas Forejtek,R,183,CZE,25.514,426,113,3-6 6-3 6-4,3,R32,135,2,3,90,65,44,12,14,6,8,5,1,84,58,39,15,14,5,8
2026-7085,città di Biella,Clay,32,C,O,20260914,13,M0HT,5,,Alejandro Moro Canas,R,183,ESP,25.769,240,229,BU54,,,Geoffrey Blancaneaux,R,180,FRA,28.101,435,111,6-2 7-6(4),3,R32,126,1,0,70,49,37,12,10,1,1,2,0,70,40,27,17,10,5,7
2026-7085,città di Biella,Clay,32,C,O,20260914,14,C0BB,,,Tommaso Compagnucci,R,173,ITA,26.858,380,136,C0WB,,,Riccardo Carpano,,,ITA,19.014,,,6-1 6-2,3,R32,68,0,1,39,22,18,9,7,0,1,0,4,52,30,15,7,8,5,11
2026-7085,città di Biella,Clay,32,C,O,20260914,15,M0R4,,,Juan Cruz Martin Manzano,L,180,ITA,21.747,455,103,B0VX,,,Pierluigi Basile,R,188,ITA,19.685,553,73,6-2 6-1,3,R32,63,3,2,40,17,13,16,8,0,1,0,2,37,21,11,5,7,2,7
2026-7085,città di Biella,Clay,32,C,O,20260914,16,L0N0,,,Pavel Lagutin,R,185,,21.525,432,111,DG80,,,Enrico Dalla Valle,R,196,ITA,28.485,316,170,3-6 7-6(4) 6-3,3,R32,158,0,0,92,77,56,8,16,3,6,5,1,83,47,38,21,14,4,6
2026-7085,città di Biella,Clay,32,C,O,20260914,17,B0GY,4,,Alex Barrena,R,175,ARG,23.929,216,259,P0HY,,,Samuele Pieri,R,183,ITA,24.542,405,124,6-1 6-3,3,R16,89,2,0,40,29,21,6,8,2,4,2,5,75,33,16,18,8,13,19
2026-7085,città di Biella,Clay,32,C,O,20260914,18,M0R4,,,Juan Cruz Martin Manzano,L,180,ITA,21.747,455,103,C0BB,,,Tommaso Compagnucci,R,173,ITA,26.858,380,136,6-4 6-3,3,R16,82,2,0,52,23,16,22,10,0,1,1,1,51,34,21,9,9,1,4
2026-7085,città di Biella,Clay,32,C,O,20260914,19,B0LW,,,Mika Brunold,R,191,SUI,21.949,257,214,F0A4,,,Francesco Forti,R,188,ITA,27.138,373,139,6-2 6-2,3,R16,67,4,0,41,34,28,5,8,0,0,0,1,49,30,13,11,8,2,6
2026-7085,città di Biella,Clay,32,C,O,20260914,20,C0LK,,,Carlo Alberto Caniato,R,188,ITA,20.871,534,79,A0KQ,,,Izan Almazan Valiente,R,191,ESP,20.537,478,95,6-4 6-3,3,R16,93,1,2,57,39,32,9,10,1,2,5,4,68,45,28,8,9,7,10
2026-7085,città di Biella,Clay,32,C,O,20260914,21,RB60,,,Oriol Roca Batalla,R,175,ESP,33.374,318,170,N679,3,,Stefano Napolitano,R,196,ITA,31.428,283,194,2-6 6-3 6-4,3,R16,139,10,1,97,75,49,14,14,8,10,6,3,85,53,36,20,13,5,7
2026-7085,città di Biella,Clay,32,C,O,20260914,22,M0HT,5,,Alejandro Moro Canas,R,183,ESP,25.769,240,229,L0N0,,,Pavel Lagutin,R,185,,21.525,432,111,6-4 6-3,3,R16,126,1,1,71,49,32,8,9,7,10,0,2,75,57,28,8,10,9,15
2026-7085,città di Biella,Clay,32,C,O,20260914,23,G0EU,2,,Felix Gill,L,175,GBR,24.287,213,261,C0MH,,,Gerard Campana Lee,R,183,KOR,21.952,526,82,6-0 6-3,3,R16,82,3,4,50,26,22,13,8,2,2,1,1,47,26,17,5,7,2,6
2026-7085,città di Biella,Clay,32,C,O,20260914,24,CI14,6,,Jay Clarke,R,183,GBR,28.134,232,237,B0OV,,,Petr Brunclik,L,188,CZE,20.162,366,142,6-1 7-5,3,R16,94,6,1,60,44,31,7,10,4,6,0,5,60,23,14,15,9,4,9
