captured_at,fixture_id,game_id,league,tournament,start_date,status,home_player,away_player,sportsbook,market_id,market,player_id,selection,normalized_selection,selection_line,points,price,is_main,grouping_key,odds_id,odds_timestamp,odds_timestamp_utc
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,BetMGM,player_sets_won,Player Sets Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,over,0.5,-155,True,mary_stoiana:0.5,34794-32790-2026-37:betmgm:player_sets_won:mary_stoiana_over_0_5,1789696699.695156,2026-09-18T01:58:19Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,BetMGM,player_sets_won,Player Sets Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,under,0.5,105,True,mary_stoiana:0.5,34794-32790-2026-37:betmgm:player_sets_won:mary_stoiana_under_0_5,1789696699.695156,2026-09-18T01:58:19Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,BetMGM,player_sets_won,Player Sets Won,3CAA85511C75,Paula Badosa,paula_badosa,over,0.5,-600,True,paula_badosa:0.5,34794-32790-2026-37:betmgm:player_sets_won:paula_badosa_over_0_5,1789696699.695156,2026-09-18T01:58:19Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,BetMGM,player_sets_won,Player Sets Won,3CAA85511C75,Paula Badosa,paula_badosa,under,0.5,325,True,paula_badosa:0.5,34794-32790-2026-37:betmgm:player_sets_won:paula_badosa_under_0_5,1789696699.695156,2026-09-18T01:58:19Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_break_points_won,Player Break Points Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,under,0.5,1600,True,mary_stoiana:0.5,34794-32790-2026-37:draftkings:player_break_points_won:mary_stoiana_under_0_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_break_points_won,Player Break Points Won,3CAA85511C75,Paula Badosa,paula_badosa,under,0.5,2800,True,paula_badosa:0.5,34794-32790-2026-37:draftkings:player_break_points_won:paula_badosa_under_0_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_games_won,Player Games Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,over,11.5,-115,True,mary_stoiana:11.5,34794-32790-2026-37:draftkings:player_games_won:mary_stoiana_over_11_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_games_won,Player Games Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,under,11.5,-120,True,mary_stoiana:11.5,34794-32790-2026-37:draftkings:player_games_won:mary_stoiana_under_11_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_games_won,Player Games Won,3CAA85511C75,Paula Badosa,paula_badosa,over,12.5,100,True,paula_badosa:12.5,34794-32790-2026-37:draftkings:player_games_won:paula_badosa_over_12_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_games_won,Player Games Won,3CAA85511C75,Paula Badosa,paula_badosa,under,12.5,-140,True,paula_badosa:12.5,34794-32790-2026-37:draftkings:player_games_won:paula_badosa_under_12_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_sets_won,Player Sets Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,over,0.5,-165,True,mary_stoiana:0.5,34794-32790-2026-37:draftkings:player_sets_won:mary_stoiana_over_0_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_sets_won,Player Sets Won,0B98FA5735D7A52D,Mary Stoiana,mary_stoiana,under,0.5,110,True,mary_stoiana:0.5,34794-32790-2026-37:draftkings:player_sets_won:mary_stoiana_under_0_5,1789692364.3891108,2026-09-18T00:46:04Z
2026-09-18T03:02:42Z,20260918EB291E99,34794-32790-2026-37,wta,"Sao Paulo, Brazil",2026-09-18T20:30:00Z,unplayed,Mary Stoiana,Paula Badosa,DraftKings,player_sets_won,Player Sets Won,3CAA85511C75,Paula Badosa,paula_badosa,over,0.5,-575,True,paula_badosa:0.5,34794-32790-2026-37:draftkings:player_sets_won:paula_badosa_over_0_5,1789691554.260333,2026-09-18T00:32:34Z
