cutoff_date,fold_number,metric,metric_value,modelversion,row_count,run_timestamp,sport,stat_target,test_end_date
2017-06-01,30,prediction_bin_06_coverage,0.8529411764705882,gbm_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_07_coverage,0.5428571428571428,gbm_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_08_coverage,0.6764705882352942,gbm_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_09_coverage,0.7142857142857143,gbm_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_10_coverage,0.7142857142857143,gbm_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,mae,3.811716246895082,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,rmse,5.019171197680165,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,mean_bias,-0.3764102159675052,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,interval_coverage,0.6329479768786127,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,interval_crossing_count,0.0,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,interval_repair_count,0.0,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,mae_improvement_over_baseline,4.368388916593897,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_01_coverage,0.6470588235294118,ensemble_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_02_coverage,0.6285714285714286,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_03_coverage,0.5882352941176471,ensemble_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_04_coverage,0.6857142857142857,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_05_coverage,0.6571428571428571,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_06_coverage,0.5294117647058824,ensemble_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_07_coverage,0.5714285714285714,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_08_coverage,0.7352941176470589,ensemble_v1_aces,34,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_09_coverage,0.6285714285714286,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,prediction_bin_10_coverage,0.6571428571428571,ensemble_v1_aces,35,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,mae_absolute_objective,3.811716246895082,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,weight_absolute_baseline_v1_aces,0.48072061642647373,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,weight_absolute_gbm_v1_aces,0.5192793835735262,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,mae_squared_objective,3.813971494976703,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,weight_squared_baseline_v1_aces,0.4911000898884495,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-06-01,30,weight_squared_gbm_v1_aces,0.5088999101115506,ensemble_v1_aces,346,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-07-01
2017-07-01,31,mae,6.812290594846087,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,rmse,10.371954561843543,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mean_bias,4.6980575648334515,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_coverage,0.47643979057591623,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_crossing_count,0.0,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_repair_count,0.0,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae_improvement_over_baseline,0.0,baseline_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_01_coverage,0.6491228070175439,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_02_coverage,0.7719298245614035,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_03_coverage,0.8245614035087719,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_04_coverage,0.7758620689655172,baseline_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_05_coverage,0.6666666666666666,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_06_coverage,0.42105263157894735,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_07_coverage,0.25862068965517243,baseline_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_08_coverage,0.21052631578947367,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_09_coverage,0.12280701754385964,baseline_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_10_coverage,0.06896551724137931,baseline_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae,3.2945937806266574,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,rmse,4.656224145665524,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mean_bias,-0.1431261589155818,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_coverage,0.787085514834206,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_crossing_count,0.0,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_repair_count,0.0,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae_improvement_over_baseline,51.637503791761056,gbm_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_01_coverage,0.7894736842105263,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_02_coverage,0.8771929824561403,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_03_coverage,0.7894736842105263,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_04_coverage,0.7931034482758621,gbm_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_05_coverage,0.8245614035087719,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_06_coverage,0.7192982456140351,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_07_coverage,0.7586206896551724,gbm_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_08_coverage,0.7719298245614035,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_09_coverage,0.8421052631578947,gbm_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_10_coverage,0.7068965517241379,gbm_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae,4.493587161949725,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,rmse,6.460657845436267,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mean_bias,2.187244813585266,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_coverage,0.6108202443280978,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_crossing_count,0.0,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,interval_repair_count,0.0,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae_improvement_over_baseline,34.03705993767503,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_01_coverage,0.7543859649122807,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_02_coverage,0.7719298245614035,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_03_coverage,0.8596491228070176,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_04_coverage,0.7586206896551724,ensemble_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_05_coverage,0.7017543859649122,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_06_coverage,0.5789473684210527,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_07_coverage,0.5172413793103449,ensemble_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_08_coverage,0.3333333333333333,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_09_coverage,0.38596491228070173,ensemble_v1_aces,57,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,prediction_bin_10_coverage,0.4482758620689655,ensemble_v1_aces,58,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae_absolute_objective,4.493587161949725,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,weight_absolute_baseline_v1_aces,0.4813638782326977,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,weight_absolute_gbm_v1_aces,0.5186361217673023,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,mae_squared_objective,4.5332316238469375,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,weight_squared_baseline_v1_aces,0.4915352142983024,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-07-01,31,weight_squared_gbm_v1_aces,0.5084647857016976,ensemble_v1_aces,573,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-08-01
2017-08-01,32,mae,4.452920208063022,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,rmse,6.3754501445925165,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mean_bias,1.9321111457538995,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_coverage,0.5513888888888889,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_crossing_count,0.0,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_repair_count,0.0,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae_improvement_over_baseline,0.0,baseline_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_01_coverage,0.5694444444444444,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_02_coverage,0.7083333333333334,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_03_coverage,0.6805555555555556,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_04_coverage,0.7083333333333334,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_05_coverage,0.7638888888888888,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_06_coverage,0.5694444444444444,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_07_coverage,0.6111111111111112,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_08_coverage,0.3333333333333333,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_09_coverage,0.4305555555555556,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_10_coverage,0.1388888888888889,baseline_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae,2.991293495305252,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,rmse,3.9957223746545063,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mean_bias,-0.4293742615181544,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_coverage,0.7902777777777777,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_crossing_count,0.0,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_repair_count,0.0,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae_improvement_over_baseline,32.82400412455546,gbm_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_01_coverage,0.7916666666666666,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_02_coverage,0.7916666666666666,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_03_coverage,0.7777777777777778,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_04_coverage,0.7916666666666666,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_05_coverage,0.7916666666666666,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_06_coverage,0.7638888888888888,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_07_coverage,0.7777777777777778,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_08_coverage,0.7916666666666666,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_09_coverage,0.7777777777777778,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_10_coverage,0.8472222222222222,gbm_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae,3.445378234845308,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,rmse,4.632139623635448,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mean_bias,0.7025103828881761,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_coverage,0.6805555555555556,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_crossing_count,0.0,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,interval_repair_count,0.0,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae_improvement_over_baseline,22.626544517760067,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_01_coverage,0.7361111111111112,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_02_coverage,0.7222222222222222,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_03_coverage,0.7361111111111112,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_04_coverage,0.8055555555555556,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_05_coverage,0.7916666666666666,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_06_coverage,0.5972222222222222,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_07_coverage,0.7083333333333334,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_08_coverage,0.5972222222222222,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_09_coverage,0.5694444444444444,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,prediction_bin_10_coverage,0.5416666666666666,ensemble_v1_aces,72,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae_absolute_objective,3.445378234845308,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,weight_absolute_baseline_v1_aces,0.4793104547336007,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,weight_absolute_gbm_v1_aces,0.5206895452663993,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,mae_squared_objective,3.4640343334549217,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,weight_squared_baseline_v1_aces,0.49084427428358807,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-08-01,32,weight_squared_gbm_v1_aces,0.5091557257164119,ensemble_v1_aces,720,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-09-01
2017-09-01,33,mae,3.6105532703369247,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,rmse,5.106025263507778,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mean_bias,0.06837658629379943,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_coverage,0.5986159169550173,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_crossing_count,0.0,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_repair_count,0.0,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mae_improvement_over_baseline,0.0,baseline_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_01_coverage,0.5357142857142857,baseline_v1_aces,28,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_02_coverage,0.6206896551724138,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_03_coverage,0.6206896551724138,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_04_coverage,0.7586206896551724,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_05_coverage,0.6896551724137931,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_06_coverage,0.6206896551724138,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_07_coverage,0.6206896551724138,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_08_coverage,0.5172413793103449,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_09_coverage,0.6896551724137931,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_10_coverage,0.3103448275862069,baseline_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mae,3.143308270203672,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,rmse,4.228306515613114,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mean_bias,-1.0801164680313449,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_coverage,0.7577854671280276,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_crossing_count,0.0,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_repair_count,0.0,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mae_improvement_over_baseline,12.941091438034674,gbm_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_01_coverage,0.6428571428571429,gbm_v1_aces,28,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_02_coverage,0.8275862068965517,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_03_coverage,0.7931034482758621,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_04_coverage,0.7931034482758621,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_05_coverage,0.7586206896551724,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_06_coverage,0.7931034482758621,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_07_coverage,0.8275862068965517,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_08_coverage,0.8275862068965517,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_09_coverage,0.6551724137931034,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_10_coverage,0.6551724137931034,gbm_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mae,3.2334066652938813,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,rmse,4.368033984863644,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mean_bias,-0.5297691935764098,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_coverage,0.698961937716263,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_crossing_count,0.0,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,interval_repair_count,0.0,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,mae_improvement_over_baseline,10.445673468981926,ensemble_v1_aces,289,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_01_coverage,0.6785714285714286,ensemble_v1_aces,28,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_02_coverage,0.7586206896551724,ensemble_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
2017-09-01,33,prediction_bin_03_coverage,0.7586206896551724,ensemble_v1_aces,29,2026-09-25 14:59:15.344040+00:00,tennis,aces,2017-10-01
